Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10102923,0,0.0,17,9.0,7.0,37409.0,839.0,1.0,15.0,173.0,0.0,0.0,"",14.0,2.0,218.0,1.0,0.0,0.0,1.0,110.0,0.0,0.0,1851.0,126.0,1.0,146.0,4.0,2054.0,1.0,1.0,520.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
10102924,0,"",7,237.0,2.0,1167356.0,"",0.0,7.0,19.0,"",0.0,"",2.0,1.0,80.0,283689.0,206966.0,0.0,0.0,33.0,0.0,1.0,0.0,9.0,303710.0,12.0,2.0,529.0,275910.0,1.0,90.0,1.0,2.0,276329.0,0.0,1.0,19140.0,4.0,37.0
10102925,1,"",245,4.0,2.0,3653.0,23.0,5.0,13.0,17.0,"",1.0,0.0,3.0,0.0,3.0,9381271.0,5.0,0.0,1.0,564.0,0.0,0.0,722.0,340.0,2724309.0,341.0,1.0,67.0,3942657.0,3.0,78.0,7.0,1.0,1603691.0,0.0,2.0,5.0,4.0,2.0
10102926,0,"",0,"","",49474.0,"",0.0,4.0,2.0,"",0.0,"","",0.0,214.0,15.0,3.0,1.0,0.0,1748.0,1.0,1.0,695.0,605.0,16.0,592.0,1.0,961.0,24.0,7.0,362.0,0.0,0.0,18.0,0.0,1.0,6.0,0.0,0.0
10102927,0,2.0,0,10.0,1.0,36.0,5.0,2.0,1.0,1.0,1.0,1.0,"",1.0,11.0,23.0,362667.0,219453.0,0.0,0.0,1366.0,0.0,0.0,213.0,116.0,363163.0,133.0,1.0,59.0,304958.0,1.0,21.0,7.0,1.0,387145.0,0.0,0.0,0.0,9.0,1.0
10102928,0,0.0,1,5.0,2.0,1951.0,53.0,72.0,42.0,131.0,0.0,5.0,"",2.0,7.0,23.0,34137.0,35381.0,0.0,3.0,1737.0,5.0,0.0,354.0,652.0,34792.0,635.0,0.0,72.0,35580.0,0.0,21.0,833.0,3.0,35066.0,0.0,0.0,3127.0,2.0,2344.0
10102929,0,0.0,19,3.0,8.0,349.0,1253.0,5.0,6.0,563.0,0.0,4.0,"",9.0,0.0,54.0,44.0,58.0,0.0,0.0,312.0,1.0,0.0,8771.0,153.0,50.0,169.0,1.0,796.0,56.0,0.0,130.0,1.0,1.0,50.0,0.0,0.0,20.0,8.0,289.0
10102930,0,"",16,2095.0,32.0,20.0,"",0.0,32.0,32.0,"",0.0,"",32.0,1.0,2.0,1315.0,1775.0,0.0,2.0,388.0,0.0,0.0,0.0,224.0,1352.0,232.0,1.0,24.0,1534.0,4.0,8.0,1.0,2.0,1404.0,0.0,0.0,1571.0,1.0,57.0
10102931,1,"",0,23.0,14.0,15629.0,34.0,3.0,22.0,62.0,"",2.0,"",14.0,1.0,3.0,112.0,154.0,0.0,1.0,130.0,0.0,0.0,256.0,9.0,116.0,12.0,0.0,1.0,134.0,3.0,0.0,51.0,3.0,132.0,1.0,3.0,0.0,4.0,1.0
10102932,0,3.0,9,9.0,12.0,67.0,13.0,5.0,14.0,57.0,1.0,2.0,"",13.0,2.0,6.0,460468.0,43899.0,0.0,0.0,655.0,0.0,0.0,3116.0,190.0,474810.0,202.0,0.0,14.0,454382.0,0.0,4.0,12.0,1.0,483039.0,1.0,0.0,21628.0,2.0,15560.0
10102933,0,"",1,1.0,0.0,24.0,7.0,0.0,1.0,6.0,"",0.0,"",0.0,0.0,71.0,2.0,0.0,2.0,6.0,9.0,0.0,0.0,4734.0,16.0,3.0,14.0,0.0,137.0,3.0,0.0,73.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
10102934,0,0.0,489,17.0,0.0,2954.0,33.0,1.0,2.0,33.0,0.0,1.0,"",2.0,5.0,152.0,1296.0,1500.0,0.0,0.0,1456.0,1.0,0.0,0.0,1045.0,1330.0,961.0,0.0,727.0,1515.0,2.0,239.0,1.0,1.0,1382.0,0.0,8.0,1244.0,2.0,407.0
10102935,1,3.0,-1,"","",544.0,0.0,25.0,10.0,230.0,1.0,13.0,"","",0.0,285.0,6441.0,2620.0,0.0,6.0,2.0,1.0,0.0,128.0,3.0,6626.0,5.0,9.0,996.0,2250.0,0.0,571.0,0.0,0.0,6125.0,1.0,1.0,374.0,0.0,0.0
10102936,1,"",2563,4.0,"",718.0,1793.0,0.0,48.0,112.0,"",0.0,0.0,"",0.0,0.0,622.0,843.0,0.0,0.0,1093.0,0.0,0.0,4571.0,2265.0,642.0,672.0,1.0,1560.0,718.0,0.0,864.0,0.0,0.0,665.0,0.0,0.0,841.0,0.0,0.0
10102937,0,"",9,29.0,29.0,5878.0,251.0,9.0,38.0,239.0,"",4.0,"",29.0,0.0,370.0,6302294.0,2744.0,1.0,5.0,1793.0,0.0,0.0,919.0,1098.0,6868342.0,1002.0,2.0,4366.0,2564.0,0.0,1258.0,0.0,0.0,1834481.0,0.0,0.0,767.0,0.0,0.0
10102938,0,0.0,322,2.0,1.0,2871.0,57.0,7.0,17.0,57.0,0.0,1.0,"",1.0,5.0,3.0,81289.0,5.0,0.0,1.0,9.0,0.0,0.0,2447.0,16.0,83306.0,14.0,1.0,67.0,80600.0,0.0,78.0,2.0,1.0,82621.0,0.0,2.0,5.0,4.0,2.0
10102939,1,2.0,1710,39.0,0.0,332.0,42.0,2.0,41.0,42.0,1.0,1.0,"",42.0,0.0,27.0,967.0,1314.0,0.0,1.0,669.0,15.0,0.0,8.0,213.0,1000.0,41.0,0.0,81.0,1130.0,1.0,22.0,12.0,1.0,1033.0,1.0,1.0,142.0,2.0,109.0
10102940,1,"",166,"","",8313.0,"",0.0,0.0,0.0,"",0.0,"","",0.0,18.0,308.0,393.0,0.0,1.0,1944.0,1.0,0.0,25377.0,1156.0,322.0,1046.0,18.0,1214.0,344.0,7.0,815.0,0.0,0.0,328.0,1.0,1.0,122.0,0.0,0.0
10102941,0,1.0,0,73.0,35.0,122.0,74.0,1.0,30.0,83.0,1.0,1.0,"",65.0,10.0,8.0,50776.0,47972.0,1.0,0.0,1932.0,23.0,0.0,1249.0,563.0,49954.0,555.0,1.0,4.0,50966.0,0.0,3.0,10.0,1.0,51208.0,0.0,6.0,1213.0,5.0,1105.0
10102942,1,11.0,299,8.0,6.0,7.0,1.0,106.0,20.0,675.0,3.0,22.0,"",1.0,0.0,3.0,57407.0,2848.0,0.0,0.0,2.0,1.0,0.0,27.0,3.0,57784.0,5.0,0.0,1.0,57564.0,0.0,0.0,3.0,1.0,58221.0,0.0,3.0,1903.0,4.0,495.0
10102943,0,"",7,889.0,0.0,18828.0,"",0.0,5.0,23.0,"",0.0,"",3.0,0.0,74.0,840.0,1145.0,0.0,0.0,6691.0,0.0,0.0,0.0,3193.0,872.0,2609.0,0.0,269.0,989.0,4.0,89.0,12.0,1.0,896.0,0.0,0.0,142.0,2.0,109.0
10102944,0,"",1,22.0,7.0,152177.0,"",0.0,7.0,7.0,"",0.0,"",7.0,4.0,17.0,16228.0,760.0,2.0,0.0,1167.0,0.0,1.0,6446.0,1296.0,16523.0,334.0,6.0,3122.0,17559.0,1.0,75.0,1.0,2.0,17021.0,0.0,1.0,20.0,8.0,6.0
10102945,0,3.0,601,7.0,8.0,1475.0,32.0,6.0,23.0,72.0,0.0,2.0,"",11.0,0.0,125.0,1.0,0.0,0.0,1.0,1760.0,0.0,0.0,0.0,725.0,1.0,695.0,1.0,426.0,1.0,0.0,178.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0
10102946,0,"",-1,"","","","",0.0,1.0,2.0,"",0.0,"","",0.0,0.0,1258.0,1501.0,0.0,2.0,140.0,1.0,1.0,0.0,217.0,1292.0,99.0,0.0,3827.0,1321.0,8.0,1314.0,0.0,0.0,1347.0,0.0,4.0,1399.0,0.0,0.0
10102947,0,"",5,5.0,7.0,16948.0,413.0,1.0,12.0,542.0,"",1.0,0.0,7.0,1.0,63.0,687126.0,118.0,0.0,2.0,235.0,1.0,0.0,870.0,119.0,716711.0,59.0,2.0,258.0,156.0,5.0,236.0,0.0,0.0,609228.0,0.0,0.0,41.0,0.0,0.0
10102948,0,15.0,1,5.0,1.0,129.0,1.0,15.0,3.0,1.0,1.0,1.0,"",1.0,0.0,3.0,2370287.0,77082.0,0.0,0.0,2890.0,0.0,0.0,55.0,324.0,2397011.0,322.0,2.0,15.0,937357.0,0.0,0.0,56.0,3.0,3132534.0,0.0,2.0,22235.0,4.0,18078.0
10102949,0,"",5,2.0,2.0,"","",0.0,2.0,2.0,"",0.0,"",2.0,1.0,0.0,3372.0,4593.0,0.0,1.0,10.0,3.0,1.0,0.0,17.0,3463.0,7.0,0.0,2149.0,3888.0,8.0,220.0,0.0,0.0,3572.0,0.0,0.0,3620.0,0.0,0.0
10102950,1,2.0,234,80.0,4.0,0.0,0.0,26.0,5.0,56.0,1.0,3.0,4.0,0.0,1.0,9.0,6921569.0,4.0,0.0,1.0,453.0,5.0,0.0,299.0,199.0,7917198.0,209.0,1.0,57.0,33.0,6.0,10.0,1.0,2.0,2707686.0,0.0,6.0,3.0,2.0,10.0
10102951,0,"",10,"","",41870.0,"",0.0,4.0,1.0,"",0.0,"","",0.0,66.0,132921.0,1911.0,0.0,0.0,1406.0,0.0,1.0,656.0,202.0,29920.0,214.0,1.0,435.0,2992.0,0.0,67.0,0.0,0.0,2733.0,0.0,1.0,38.0,0.0,0.0
10102952,0,4.0,1,1.0,15.0,156.0,22.0,4.0,7.0,23.0,1.0,1.0,"",15.0,0.0,48.0,63.0,86.0,0.0,0.0,1565.0,0.0,0.0,0.0,775.0,68.0,743.0,1.0,146.0,77.0,0.0,52.0,10.0,1.0,72.0,1.0,1.0,0.0,5.0,1.0
10102953,1,"",8,17.0,7.0,9619.0,36.0,6.0,8.0,36.0,"",1.0,"",7.0,4.0,3.0,652782.0,7184.0,3.0,0.0,1481.0,0.0,0.0,1785.0,792.0,780957.0,754.0,9.0,276.0,67054.0,0.0,98.0,93.0,3.0,529986.0,1.0,1.0,50.0,4.0,29.0
10102954,0,2.0,217,55.0,38.0,50.0,36.0,2.0,41.0,73.0,1.0,1.0,"",36.0,8.0,37.0,69569.0,12671.0,0.0,0.0,186.0,1.0,0.0,194.0,31.0,69385.0,36.0,1.0,115.0,67792.0,1.0,31.0,1.0,2.0,69457.0,0.0,2.0,2786.0,5.0,6.0
10102955,0,3.0,0,4.0,2.0,24.0,2.0,59.0,17.0,147.0,1.0,6.0,"",2.0,7.0,3.0,7123638.0,52175.0,0.0,0.0,175.0,0.0,0.0,15.0,9.0,2159965.0,12.0,12.0,151.0,90395.0,0.0,0.0,47.0,3.0,194208.0,0.0,2.0,28402.0,4.0,22966.0
10102956,0,0.0,12,33.0,21.0,2026.0,82.0,5.0,35.0,134.0,0.0,4.0,"",23.0,1.0,20.0,43725.0,30007.0,0.0,1.0,843.0,0.0,0.0,240.0,377.0,44696.0,381.0,0.0,93.0,45470.0,0.0,11.0,1.0,1.0,45084.0,1.0,3.0,1006.0,2.0,745.0
10102957,0,9.0,977,28.0,16.0,1470.0,137.0,34.0,44.0,112.0,0.0,1.0,1.0,56.0,0.0,5.0,456.0,592.0,0.0,0.0,615.0,0.0,0.0,0.0,106.0,471.0,121.0,1.0,51.0,510.0,5.0,18.0,153.0,3.0,485.0,0.0,0.0,393.0,1.0,366.0
10102958,0,"",0,1425.0,2.0,172058.0,"",0.0,4.0,2.0,"",0.0,"",2.0,0.0,8.0,3329968.0,2877.0,0.0,0.0,992.0,1.0,1.0,450.0,115.0,5330271.0,132.0,2.0,27.0,246518.0,0.0,3.0,436.0,3.0,6167328.0,1.0,1.0,1055.0,5.0,795.0
10102959,0,1.0,0,34.0,5.0,593.0,34.0,1.0,31.0,34.0,1.0,1.0,"",11.0,6.0,23.0,62293.0,15937.0,0.0,0.0,1037.0,0.0,0.0,213.0,116.0,62247.0,133.0,3.0,446.0,29015.0,2.0,21.0,286.0,3.0,63605.0,0.0,5.0,8065.0,9.0,6465.0
10102960,0,1.0,0,5.0,2.0,5.0,0.0,14.0,7.0,704.0,1.0,8.0,0.0,0.0,0.0,6.0,2457.0,3383.0,0.0,1.0,839.0,0.0,0.0,968.0,140.0,2521.0,160.0,0.0,14.0,2868.0,0.0,4.0,816.0,3.0,2625.0,0.0,0.0,0.0,2.0,286.0
10102961,0,1.0,0,73.0,10.0,538.0,28.0,19.0,27.0,170.0,1.0,8.0,"",28.0,2.0,8.0,1320.0,1782.0,0.0,0.0,19.0,0.0,0.0,476.0,14.0,1357.0,17.0,0.0,19.0,1543.0,0.0,3.0,1.0,3.0,1409.0,0.0,0.0,0.0,5.0,241.0
10102962,0,1.0,15,"","",489.0,24.0,1.0,5.0,2.0,1.0,1.0,"","",860.0,33.0,1.0,0.0,0.0,4.0,1041.0,3.0,0.0,2292.0,202.0,1.0,214.0,3.0,547.0,1.0,1.0,399.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
10102963,0,"",87,1.0,1.0,67.0,34.0,2.0,1.0,1.0,"",1.0,"",1.0,0.0,200.0,3309.0,178.0,0.0,1.0,756.0,3.0,0.0,0.0,1115.0,3395.0,99.0,1.0,1056.0,595.0,1.0,327.0,0.0,0.0,3508.0,0.0,4.0,3.0,0.0,0.0
10102964,1,"",1,1.0,1.0,"","",0.0,1.0,1.0,"",0.0,"",1.0,1.0,0.0,418.0,544.0,1.0,0.0,30.0,2.0,1.0,0.0,58.0,431.0,11.0,0.0,1018.0,470.0,8.0,639.0,0.0,0.0,447.0,0.0,3.0,489.0,0.0,0.0
10102965,0,0.0,-1,"","",2400.0,9.0,7.0,4.0,17.0,0.0,3.0,"","",0.0,0.0,6093.0,6174.0,0.0,3.0,556.0,2.0,0.0,621.0,441.0,6245.0,440.0,1.0,4432.0,6891.0,0.0,2088.0,0.0,0.0,6529.0,0.0,0.0,2930.0,0.0,0.0
10102966,0,"",0,11.0,21.0,51.0,91.0,1.0,21.0,91.0,"",1.0,"",22.0,0.0,3.0,724348.0,19355.0,0.0,6.0,163.0,2.0,0.0,8.0,930.0,593077.0,148.0,1.0,33.0,38507.0,0.0,0.0,478.0,1.0,542842.0,0.0,0.0,2766.0,4.0,2042.0
10102967,0,6.0,0,6.0,"",414.0,3.0,6.0,0.0,3.0,1.0,1.0,0.0,"",0.0,4.0,729.0,991.0,0.0,3.0,250.0,0.0,0.0,989.0,5.0,759.0,8.0,2.0,11.0,856.0,0.0,1.0,140.0,1.0,782.0,0.0,0.0,827.0,3.0,613.0
10102968,1,"",1,11.0,3.0,17104.0,"",0.0,6.0,19.0,"",0.0,"",3.0,8.0,15.0,10.0,12.0,0.0,0.0,426.0,0.0,0.0,0.0,105.0,11.0,54.0,2.0,29.0,12.0,4.0,15.0,1.0,2.0,12.0,4.0,4.0,17.0,3.0,9.0
10102969,0,0.0,13,4.0,"",1892.0,0.0,179.0,19.0,7.0,0.0,2.0,"","",0.0,20.0,156.0,195.0,0.0,0.0,449.0,45.0,0.0,322.0,146.0,159.0,166.0,1.0,66.0,180.0,0.0,11.0,2.0,1.0,173.0,1.0,2.0,0.0,4.0,1.0
10102970,0,"",1,1.0,"",13874.0,"",0.0,0.0,3.0,"",0.0,"","",0.0,2.0,159848.0,249.0,0.0,0.0,96.0,0.0,0.0,72.0,130.0,209.0,37.0,1.0,24.0,229.0,0.0,8.0,1.0,2.0,216.0,0.0,0.0,241.0,1.0,98.0
10102971,0,0.0,0,30.0,4.0,5705.0,16.0,13.0,4.0,39.0,0.0,2.0,"",4.0,3.0,13.0,20.0,27.0,1.0,1.0,56.0,1.0,0.0,0.0,39.0,21.0,46.0,1.0,132.0,30.0,0.0,60.0,1.0,2.0,25.0,0.0,5.0,8.0,7.0,14.0
10102972,0,"",5,6.0,1.0,120522.0,"","",1.0,"","","","",1.0,1.0,111.0,7.0,9.0,3.0,1.0,1167.0,0.0,1.0,2785.0,434.0,8.0,334.0,2.0,275.0,9.0,0.0,142.0,1.0,2.0,9.0,1.0,1.0,2.0,3.0,87.0
10102973,0,21.0,1,5.0,2.0,180.0,3.0,82.0,24.0,90.0,2.0,25.0,"",2.0,0.0,0.0,96.0,37.0,0.0,0.0,0.0,0.0,0.0,2189.0,0.0,101.0,0.0,1.0,920.0,121.0,0.0,85.0,0.0,0.0,115.0,0.0,0.0,42.0,0.0,0.0
10102974,0,0.0,1,5.0,16.0,6336.0,2456.0,0.0,10.0,1906.0,0.0,0.0,"",16.0,0.0,87.0,109038.0,88926.0,0.0,0.0,4078.0,9.0,0.0,426.0,2048.0,108883.0,1776.0,0.0,341.0,105818.0,0.0,109.0,364.0,3.0,110814.0,0.0,0.0,31540.0,18.0,24825.0
10102975,1,14.0,1,10.0,11.0,11.0,1.0,32.0,43.0,356.0,4.0,10.0,6.0,1.0,0.0,6.0,35104.0,36504.0,0.0,0.0,143.0,0.0,0.0,1242.0,109.0,35732.0,119.0,1.0,5.0,36672.0,6.0,4.0,1.0,3.0,36291.0,0.0,2.0,0.0,2.0,1.0
10102976,0,2.0,32,1.0,7.0,159.0,46.0,34.0,47.0,294.0,1.0,6.0,0.0,44.0,2.0,133.0,4867580.0,5048.0,0.0,1.0,2811.0,0.0,0.0,265.0,299.0,6563483.0,298.0,0.0,1488.0,3582227.0,6.0,799.0,0.0,0.0,3261364.0,0.0,3.0,2395.0,0.0,0.0
10102977,0,2.0,-1,1.0,2.0,53.0,2.0,3.0,0.0,25.0,1.0,2.0,"",2.0,0.0,9.0,4380600.0,11039.0,0.0,4.0,10780.0,0.0,0.0,0.0,4489.0,4040088.0,3101.0,0.0,56.0,3898400.0,1.0,20.0,1.0,1.0,4570344.0,0.0,1.0,310.0,2.0,1320.0
10102978,0,"",1731,"",8.0,22137.0,25.0,4.0,10.0,31.0,"",1.0,"",8.0,0.0,45.0,1358600.0,5.0,1.0,1.0,659.0,0.0,0.0,1202.0,1624.0,839364.0,568.0,1.0,34.0,1162877.0,0.0,43.0,7.0,1.0,1429894.0,1.0,5.0,5.0,1.0,2.0
10102979,1,"",160,1.0,"",5765.0,"",0.0,0.0,15.0,"",0.0,"","",1.0,27.0,3995616.0,317835.0,0.0,0.0,1129.0,0.0,0.0,3.0,220.0,4401507.0,41.0,1.0,48.0,1511333.0,7.0,22.0,1.0,3.0,4786602.0,0.0,1.0,80051.0,2.0,60577.0
10102980,1,14.0,0,11.0,11.0,11.0,1.0,32.0,45.0,356.0,4.0,10.0,6.0,1.0,0.0,6.0,60663.0,55084.0,1.0,0.0,143.0,0.0,0.0,1242.0,109.0,60080.0,119.0,1.0,5.0,61671.0,6.0,4.0,1.0,3.0,60950.0,0.0,2.0,20435.0,2.0,16589.0
10102981,1,0.0,6,1.0,7.0,4574.0,356.0,1.0,7.0,68.0,0.0,1.0,"",7.0,0.0,0.0,3193990.0,1612489.0,0.0,1.0,4384.0,0.0,0.0,0.0,1532.0,5040585.0,455.0,0.0,445.0,5140836.0,2.0,347.0,0.0,0.0,5019400.0,0.0,1.0,10.0,0.0,0.0
10102982,0,1.0,0,"",11.0,328.0,14.0,1.0,16.0,14.0,1.0,1.0,"",11.0,1.0,29.0,8445675.0,6.0,0.0,2.0,1944.0,1.0,0.0,53118.0,1156.0,7360429.0,1046.0,6.0,555.0,22.0,2.0,400.0,0.0,0.0,302.0,0.0,1.0,1.0,0.0,0.0
10102983,0,"",11,3.0,5.0,7509.0,79.0,4.0,5.0,251.0,"",4.0,0.0,5.0,0.0,0.0,793009.0,6174.0,3.0,1.0,1638.0,0.0,0.0,656.0,202.0,571842.0,214.0,1.0,6386.0,18794.0,3.0,2088.0,0.0,0.0,19462.0,0.0,2.0,2930.0,0.0,0.0
10102984,0,1.0,1,4.0,1.0,694.0,9.0,1.0,4.0,4.0,1.0,1.0,"",4.0,0.0,6.0,3290072.0,12134.0,2.0,0.0,1074.0,0.0,0.0,0.0,963.0,5770658.0,142.0,2.0,39.0,5100123.0,2.0,4.0,1.0,3.0,4429004.0,0.0,1.0,4524.0,2.0,3583.0
10102985,0,"",1,55.0,12.0,18717.0,64.0,1.0,13.0,20.0,"",1.0,"",12.0,1.0,9.0,401907.0,21760.0,0.0,2.0,406.0,0.0,0.0,0.0,318.0,364376.0,317.0,0.0,56.0,63749.0,2.0,20.0,1.0,1.0,342656.0,0.0,4.0,3796.0,2.0,2880.0
10102986,0,0.0,23,10.0,5.0,1483.0,25.0,5.0,7.0,20.0,0.0,2.0,"",5.0,0.0,87.0,138259.0,4904.0,0.0,0.0,320.0,1.0,0.0,1832.0,144.0,145127.0,165.0,0.0,341.0,137020.0,0.0,109.0,82.0,1.0,135956.0,0.0,5.0,3705.0,2.0,2836.0
10102987,0,"",1,"",2.0,40020.0,"",0.0,3.0,34.0,"",0.0,"",2.0,0.0,21.0,1.0,0.0,0.0,4.0,1199.0,0.0,0.0,10192.0,285.0,1.0,287.0,0.0,225.0,1.0,2.0,148.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
10102988,1,1.0,2,49.0,38.0,8.0,23.0,11.0,41.0,67.0,1.0,3.0,"",23.0,0.0,84.0,5879344.0,233.0,0.0,1.0,1810.0,3.0,0.0,1116.0,836.0,90355.0,798.0,7.0,661.0,4340.0,0.0,100.0,335.0,1.0,64782.0,0.0,3.0,31.0,1.0,31.0
10102989,0,1.0,92,"",6.0,7.0,6.0,1.0,7.0,6.0,1.0,1.0,"",6.0,1.0,2.0,51.0,65.0,1.0,0.0,41.0,0.0,0.0,332.0,7.0,57.0,9.0,2.0,129.0,64.0,2.0,25.0,1.0,2.0,59.0,0.0,1.0,59.0,1.0,6.0
10102990,0,0.0,40,68.0,24.0,3206.0,452.0,107.0,47.0,498.0,0.0,9.0,"",24.0,3.0,6.0,3.0,4.0,0.0,0.0,3225.0,0.0,0.0,1126.0,887.0,4.0,835.0,6.0,31.0,4.0,0.0,19.0,6.0,2.0,4.0,0.0,0.0,3.0,2.0,7.0
10102991,0,4.0,4,63.0,32.0,34.0,25.0,16.0,42.0,154.0,1.0,3.0,0.0,25.0,0.0,39.0,1805921.0,1888.0,0.0,1.0,6539.0,17.0,0.0,658.0,314.0,3748865.0,313.0,0.0,263.0,4728896.0,5.0,55.0,1.0,2.0,1811488.0,1.0,0.0,1639.0,8.0,525.0
10102992,0,2.0,-1,1.0,"",384.0,1.0,2.0,1.0,2.0,1.0,1.0,"","",1.0,8.0,5015.0,6665.0,0.0,0.0,200.0,0.0,0.0,121.0,72.0,5154.0,84.0,2.0,27.0,5745.0,2.0,3.0,3.0,1.0,5380.0,0.0,3.0,485.0,5.0,50.0
10102993,0,0.0,133,"",0.0,5830.0,452.0,2.0,41.0,162.0,0.0,1.0,"",9.0,12.0,206.0,299972.0,196098.0,0.0,1.0,628.0,0.0,0.0,537.0,174.0,309537.0,190.0,0.0,818.0,265386.0,0.0,356.0,0.0,0.0,298421.0,2.0,0.0,902.0,0.0,0.0
10102994,0,0.0,12,4.0,4.0,1706.0,955.0,86.0,8.0,2737.0,0.0,8.0,1.0,9.0,1.0,119.0,23.0,28.0,0.0,0.0,3273.0,0.0,0.0,2.0,1123.0,24.0,500.0,1.0,1221.0,32.0,3.0,818.0,1.0,2.0,28.0,0.0,1.0,5.0,14.0,16.0
10102995,1,5.0,1,3.0,1.0,963.0,7.0,5.0,7.0,7.0,1.0,1.0,"",2.0,1.0,3.0,1008579.0,806.0,0.0,6.0,52.0,1.0,0.0,15.0,9.0,1498151.0,12.0,0.0,1.0,1077227.0,0.0,0.0,7.0,3.0,1397369.0,1.0,3.0,726.0,4.0,534.0
10102996,1,0.0,0,1.0,1.0,1334.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,790.0,300.0,0.0,0.0,143.0,1.0,0.0,1165.0,109.0,819.0,119.0,1.0,1427.0,922.0,3.0,255.0,0.0,0.0,842.0,0.0,1.0,136.0,0.0,0.0
10102997,0,3.0,1,3.0,6.0,1163.0,128.0,3.0,42.0,45.0,1.0,1.0,"",6.0,0.0,21.0,15.0,3.0,0.0,0.0,7420.0,2.0,0.0,6585.0,1932.0,16.0,1689.0,2.0,413.0,24.0,1.0,46.0,0.0,0.0,18.0,0.0,1.0,6.0,0.0,0.0
10102998,1,"",0,11.0,6.0,116948.0,4596.0,0.0,7.0,119.0,"",0.0,"",6.0,4.0,0.0,6555106.0,1767.0,0.0,1.0,1324.0,1.0,1.0,0.0,166.0,3374453.0,178.0,0.0,8207.0,536919.0,1.0,1053.0,0.0,0.0,5038073.0,0.0,8.0,1008.0,0.0,0.0
10102999,0,"",-1,"","",131240.0,"",0.0,3.0,29.0,"",0.0,0.0,"",0.0,165.0,0.0,1.0,1.0,0.0,428.0,0.0,1.0,0.0,140.0,0.0,160.0,0.0,808.0,0.0,1.0,570.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
10103000,0,0.0,1075,3.0,3.0,2072.0,42.0,27.0,39.0,120.0,0.0,5.0,3.0,3.0,2.0,42.0,361934.0,4176.0,0.0,0.0,23.0,1.0,0.0,82.0,13.0,392062.0,16.0,0.0,96.0,4567.0,6.0,36.0,12.0,3.0,358141.0,1.0,0.0,2110.0,13.0,896.0
10103001,0,"",97,1.0,1.0,11740.0,31.0,3.0,5.0,8.0,"",1.0,"",1.0,0.0,0.0,96.0,37.0,0.0,0.0,49.0,0.0,0.0,24.0,13.0,101.0,16.0,1.0,920.0,121.0,2.0,85.0,0.0,0.0,115.0,0.0,0.0,42.0,0.0,0.0
10103002,0,"",-1,"","",53295.0,24.0,0.0,2.0,3.0,"",0.0,"","",0.0,3.0,8559.0,6441.0,1.0,2.0,33.0,0.0,1.0,8260.0,9.0,8765.0,12.0,0.0,1.0,9545.0,0.0,0.0,21.0,3.0,9164.0,1.0,3.0,2916.0,4.0,3937.0
10103003,0,"",6,"",1.0,43606.0,815.0,0.0,9.0,26.0,"",0.0,"",1.0,0.0,235.0,3838720.0,3223.0,4.0,2.0,603.0,0.0,0.0,102.0,341.0,7165824.0,342.0,2.0,869.0,2762.0,0.0,432.0,0.0,0.0,2512.0,0.0,0.0,2524.0,0.0,0.0
10103004,0,"",-1,"","",7904.0,12.0,0.0,0.0,1.0,"",0.0,"","",0.0,28.0,1.0061784E7,508746.0,1.0,5.0,61.0,0.0,0.0,936.0,64.0,4271730.0,33.0,7.0,626.0,4899344.0,0.0,23.0,227.0,1.0,3982303.0,0.0,0.0,57214.0,6.0,45265.0
10103005,1,28.0,-1,"",0.0,30.0,0.0,36.0,0.0,77.0,2.0,3.0,0.0,0.0,0.0,2.0,16.0,18.0,0.0,5.0,38.0,1.0,0.0,7.0,2.0,17.0,2.0,0.0,26.0,26.0,3.0,12.0,1.0,1.0,19.0,0.0,0.0,11.0,1.0,4.0
10103006,0,0.0,180,18.0,7.0,786.0,113.0,10.0,32.0,83.0,0.0,2.0,0.0,7.0,1.0,7.0,7589683.0,2.0,0.0,2.0,5823.0,0.0,0.0,1018.0,910.0,2.0,853.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
10103007,0,0.0,2,"",1.0,16185.0,334.0,5.0,9.0,308.0,0.0,2.0,"",1.0,2.0,101.0,35.0,42.0,1.0,1.0,1793.0,0.0,0.0,650.0,1098.0,37.0,1002.0,0.0,732.0,44.0,0.0,513.0,0.0,0.0,40.0,0.0,0.0,47.0,0.0,0.0
10103008,0,0.0,-1,2.0,"",3454.0,217.0,30.0,2.0,749.0,0.0,11.0,1.0,"",1.0,35.0,0.0,1.0,0.0,0.0,4511.0,0.0,0.0,734.0,523.0,0.0,520.0,1.0,94.0,0.0,6.0,41.0,1.0,2.0,0.0,0.0,0.0,4.0,9.0,17.0
